presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
2,1956,1,2,1,2,2,3,2,republican,66,male,high school or less,white,suburban
2,1951,1,5,1,2,1,2,2,republican,71,male,college graduate,white,suburban
1,1987,2,2,2,1,1,NA,NA,democrat,35,female,high school or less,black,urban
6,1993,2,3,6,1,11,3,2,other,29,female,some college,other,urban
1,1959,2,5,1,2,9,3,2,democrat,63,female,college graduate,white,suburban
1,1982,1,1,4,2,2,3,2,democrat,40,male,high school or less,asian,suburban
2,1965,2,5,1,2,1,1,2,republican,57,female,college graduate,white,suburban
1,1958,2,5,1,2,4,3,2,democrat,64,female,college graduate,white,suburban
1,1955,2,5,1,2,5,3,2,democrat,67,female,college graduate,white,suburban
3,1950,2,6,2,3,2,1,1,did not vote,72,female,postgraduate,black,rural
1,1954,1,5,1,3,1,3,2,democrat,68,male,college graduate,white,rural
1,1980,2,6,2,4,1,NA,NA,democrat,42,female,postgraduate,black,other
2,1934,1,4,1,1,1,1,2,republican,88,male,some college,white,urban
2,1970,1,6,1,1,11,3,2,republican,52,male,postgraduate,white,urban
6,1957,1,2,1,1,12,3,2,other,65,male,high school or less,white,urban
1,1949,1,5,4,1,10,3,2,democrat,73,male,college graduate,asian,urban
2,1958,1,5,1,2,1,1,2,republican,64,male,college graduate,white,suburban
1,1955,1,3,1,2,2,3,2,democrat,67,male,some college,white,suburban
1,1968,2,5,1,2,1,3,2,democrat,54,female,college graduate,white,suburban
2,1963,2,5,2,1,1,3,2,republican,59,female,college graduate,black,urban
1,1949,1,2,1,1,11,1,2,democrat,73,male,high school or less,white,urban
1,1973,2,6,1,2,2,3,2,democrat,49,female,postgraduate,white,suburban
2,1959,1,2,1,4,11,1,2,republican,63,male,high school or less,white,other
1,1985,2,6,4,2,2,3,1,democrat,37,female,postgraduate,asian,suburban
2,1963,2,2,1,4,2,3,2,republican,59,female,high school or less,white,other
1,1951,1,6,1,3,2,2,2,democrat,71,male,postgraduate,white,rural
1,1952,1,6,1,1,1,3,2,democrat,70,male,postgraduate,white,urban
2,1973,1,3,1,4,2,1,2,republican,49,male,some college,white,other
2,1936,2,2,1,1,2,3,2,republican,86,female,high school or less,white,urban
1,1957,1,4,1,2,9,1,2,democrat,65,male,some college,white,suburban
2,1958,1,2,1,3,12,3,2,republican,64,male,high school or less,white,rural
2,1963,2,2,1,3,1,3,2,republican,59,female,high school or less,white,rural
2,1970,2,3,1,4,1,2,2,republican,52,female,some college,white,other
6,2002,2,3,3,1,12,NA,NA,other,20,female,some college,hispanic,urban
1,1946,1,5,2,1,1,1,2,democrat,76,male,college graduate,black,urban
2,1962,1,5,1,2,1,1,2,republican,60,male,college graduate,white,suburban
5,1963,2,5,1,2,11,3,2,did not vote,59,female,college graduate,white,suburban
6,1986,2,6,4,3,1,3,2,other,36,female,postgraduate,asian,rural
1,1985,2,2,2,1,11,3,2,democrat,37,female,high school or less,black,urban
2,1950,2,2,1,1,1,3,2,republican,72,female,high school or less,white,urban
1,1996,2,2,2,1,6,NA,NA,democrat,26,female,high school or less,black,urban
2,1955,1,3,7,4,12,8,2,republican,67,male,some college,other,other
1,1949,1,5,1,3,10,3,2,democrat,73,male,college graduate,white,rural
2,1964,1,5,1,2,1,3,2,republican,58,male,college graduate,white,suburban
1,1974,1,5,1,2,1,1,2,democrat,48,male,college graduate,white,suburban
1,1983,1,5,1,1,6,NA,NA,democrat,39,male,college graduate,white,urban
6,1985,2,6,1,2,2,1,2,other,37,female,postgraduate,white,suburban
5,1988,1,3,2,3,1,NA,NA,did not vote,34,male,some college,black,rural
1,1987,1,5,1,1,1,3,1,democrat,35,male,college graduate,white,urban
2,1956,1,3,1,4,12,1,2,republican,66,male,some college,white,other
1,1954,2,3,1,1,12,2,2,democrat,68,female,some college,white,urban
2,1960,1,6,1,2,1,1,2,republican,62,male,postgraduate,white,suburban
2,1951,1,5,1,4,1,3,2,republican,71,male,college graduate,white,other
2,1953,2,2,1,2,1,3,2,republican,69,female,high school or less,white,suburban
1,1954,2,5,1,4,10,3,2,democrat,68,female,college graduate,white,other
1,1968,2,5,1,2,12,3,2,democrat,54,female,college graduate,white,suburban
2,1957,2,2,1,2,1,3,2,republican,65,female,high school or less,white,suburban
2,1965,2,3,1,3,11,1,2,republican,57,female,some college,white,rural
1,1966,2,2,1,2,10,3,2,democrat,56,female,high school or less,white,suburban
1,1975,1,2,1,2,6,NA,NA,democrat,47,male,high school or less,white,suburban
2,1954,2,2,1,2,1,3,2,republican,68,female,high school or less,white,suburban
2,1973,1,4,1,4,11,8,2,republican,49,male,some college,white,other
1,1993,2,6,1,1,9,3,1,democrat,29,female,postgraduate,white,urban
2,1996,1,2,2,1,5,NA,NA,republican,26,male,high school or less,black,urban
6,1960,2,2,1,2,11,3,2,other,62,female,high school or less,white,suburban
1,1951,1,6,1,2,9,1,2,democrat,71,male,postgraduate,white,suburban
2,1953,2,6,1,2,2,3,2,republican,69,female,postgraduate,white,suburban
1,1955,2,5,1,4,9,1,2,democrat,67,female,college graduate,white,other
2,1961,2,3,1,2,1,3,2,republican,61,female,some college,white,suburban
6,1996,2,3,2,4,11,NA,NA,other,26,female,some college,black,other
2,1970,1,2,1,2,2,1,2,republican,52,male,high school or less,white,suburban
6,1984,2,4,1,2,11,3,1,other,38,female,some college,white,suburban
1,1960,1,5,7,1,9,1,2,democrat,62,male,college graduate,other,urban
2,1952,2,3,1,1,10,2,2,republican,70,female,some college,white,urban
2,1956,2,6,1,4,2,2,2,republican,66,female,postgraduate,white,other
1,1958,1,5,1,2,9,3,2,democrat,64,male,college graduate,white,suburban
2,1949,2,6,1,2,5,3,2,republican,73,female,postgraduate,white,suburban
3,1970,1,6,1,2,5,3,2,did not vote,52,male,postgraduate,white,suburban
2,1942,2,2,1,2,1,1,2,republican,80,female,high school or less,white,suburban
2,1965,1,5,1,3,11,3,2,republican,57,male,college graduate,white,rural
2,1971,2,3,1,1,1,1,2,republican,51,female,some college,white,urban
2,1957,1,4,1,2,12,1,2,republican,65,male,some college,white,suburban
2,1961,2,2,1,4,1,1,2,republican,61,female,high school or less,white,other
2,1975,1,2,1,2,11,3,2,republican,47,male,high school or less,white,suburban
1,1964,1,3,1,1,10,3,2,democrat,58,male,some college,white,urban
2,1971,2,2,1,4,1,3,2,republican,51,female,high school or less,white,other
2,1949,1,5,1,2,2,8,2,republican,73,male,college graduate,white,suburban
2,1942,2,2,1,1,11,3,2,republican,80,female,high school or less,white,urban
1,1959,2,2,1,2,1,3,2,democrat,63,female,high school or less,white,suburban
2,1986,2,2,1,4,11,3,2,republican,36,female,high school or less,white,other
1,1949,1,5,1,2,10,3,2,democrat,73,male,college graduate,white,suburban
2,1952,1,5,1,2,2,3,2,republican,70,male,college graduate,white,suburban
6,1983,2,5,2,1,6,NA,NA,other,39,female,college graduate,black,urban
1,1951,2,4,2,1,11,3,2,democrat,71,female,some college,black,urban
2,1970,2,5,1,2,1,2,2,republican,52,female,college graduate,white,suburban
6,1987,2,2,1,1,1,1,1,other,35,female,high school or less,white,urban
1,1986,2,5,3,2,2,2,1,democrat,36,female,college graduate,hispanic,suburban
1,1956,2,6,1,5,2,3,2,democrat,66,female,postgraduate,white,other
1,1953,1,5,2,2,1,3,2,democrat,69,male,college graduate,black,suburban
2,1985,2,3,3,4,1,NA,NA,republican,37,female,some college,hispanic,other
1,1965,2,3,1,2,1,3,2,democrat,57,female,some college,white,suburban
2,1945,1,2,1,2,2,3,2,republican,77,male,high school or less,white,suburban
6,1965,2,2,1,4,12,3,2,other,57,female,high school or less,white,other
6,1999,2,2,6,4,11,3,2,other,23,female,high school or less,other,other
2,1944,2,4,1,2,2,8,2,republican,78,female,some college,white,suburban
2,1964,2,4,2,2,1,3,2,republican,58,female,some college,black,suburban
2,1950,2,2,1,2,2,3,2,republican,72,female,high school or less,white,suburban
2,1968,1,5,1,4,2,1,2,republican,54,male,college graduate,white,other
1,1992,1,3,2,2,11,NA,NA,democrat,30,male,some college,black,suburban
2,1976,1,2,1,4,11,3,2,republican,46,male,high school or less,white,other
2,1987,2,2,1,1,3,2,2,republican,35,female,high school or less,white,urban
1,1953,2,6,1,3,1,3,2,democrat,69,female,postgraduate,white,rural
1,1969,2,6,1,3,10,2,2,democrat,53,female,postgraduate,white,rural
2,1984,2,4,1,1,12,2,1,republican,38,female,some college,white,urban
2,1974,2,6,1,1,10,3,2,republican,48,female,postgraduate,white,urban
1,1952,2,6,1,2,2,3,2,democrat,70,female,postgraduate,white,suburban
1,1952,2,5,1,3,2,3,2,democrat,70,female,college graduate,white,rural
1,1943,1,3,1,3,1,3,2,democrat,79,male,some college,white,rural
2,1955,1,2,1,2,2,1,2,republican,67,male,high school or less,white,suburban
1,1954,1,3,1,3,1,1,2,democrat,68,male,some college,white,rural
2,1987,1,6,1,1,1,3,2,republican,35,male,postgraduate,white,urban
1,1956,1,6,1,4,2,3,2,democrat,66,male,postgraduate,white,other
1,1953,1,6,1,4,11,1,2,democrat,69,male,postgraduate,white,other
1,1977,2,5,3,2,10,3,2,democrat,45,female,college graduate,hispanic,suburban
2,1948,1,3,1,2,1,3,2,republican,74,male,some college,white,suburban
1,1949,2,4,2,2,1,3,2,democrat,73,female,some college,black,suburban
2,1959,2,3,1,4,2,1,2,republican,63,female,some college,white,other
2,1953,2,5,1,2,2,2,2,republican,69,female,college graduate,white,suburban
2,1960,2,4,1,3,1,3,2,republican,62,female,some college,white,rural
1,1953,2,6,1,3,1,3,2,democrat,69,female,postgraduate,white,rural
5,1976,1,5,1,4,1,8,2,did not vote,46,male,college graduate,white,other
1,1972,1,3,1,1,9,3,2,democrat,50,male,some college,white,urban
2,1962,1,5,1,2,2,1,2,republican,60,male,college graduate,white,suburban
1,1983,2,3,3,3,11,3,2,democrat,39,female,some college,hispanic,rural
1,1951,2,3,1,2,9,3,2,democrat,71,female,some college,white,suburban
6,1958,1,4,1,3,12,1,2,other,64,male,some college,white,rural
2,1955,2,2,1,4,11,2,2,republican,67,female,high school or less,white,other
2,1966,2,4,1,2,12,3,2,republican,56,female,some college,white,suburban
1,1957,2,5,1,2,2,3,2,democrat,65,female,college graduate,white,suburban
2,1959,2,5,1,4,1,8,2,republican,63,female,college graduate,white,other
1,1953,2,2,1,1,11,3,2,democrat,69,female,high school or less,white,urban
2,1952,1,4,1,4,1,1,2,republican,70,male,some college,white,other
1,1952,1,2,1,4,7,3,2,democrat,70,male,high school or less,white,other
1,1952,2,6,1,3,5,3,2,democrat,70,female,postgraduate,white,rural
2,1975,2,2,1,2,11,3,2,republican,47,female,high school or less,white,suburban
2,1957,2,3,1,2,1,3,2,republican,65,female,some college,white,suburban
1,1966,2,5,1,2,1,NA,NA,democrat,56,female,college graduate,white,suburban
2,1953,1,5,1,2,11,1,2,republican,69,male,college graduate,white,suburban
2,1960,2,2,1,2,1,3,2,republican,62,female,high school or less,white,suburban
1,1979,2,5,1,4,11,2,2,democrat,43,female,college graduate,white,other
3,1952,1,6,1,2,10,3,2,did not vote,70,male,postgraduate,white,suburban
2,1958,2,2,1,2,2,3,2,republican,64,female,high school or less,white,suburban
1,1987,2,3,2,1,1,3,2,democrat,35,female,some college,black,urban
2,1977,2,1,1,3,2,3,2,republican,45,female,high school or less,white,rural
1,1943,2,5,3,1,1,2,2,democrat,79,female,college graduate,hispanic,urban
1,1961,1,5,1,2,2,3,2,democrat,61,male,college graduate,white,suburban
1,1975,2,3,2,4,1,3,2,democrat,47,female,some college,black,other
2,1953,2,2,1,2,2,3,2,republican,69,female,high school or less,white,suburban
1,1949,2,2,1,4,1,3,2,democrat,73,female,high school or less,white,other
1,1982,2,5,1,2,10,3,2,democrat,40,female,college graduate,white,suburban
2,1941,2,2,1,1,1,3,2,republican,81,female,high school or less,white,urban
1,1949,2,4,1,1,5,3,2,democrat,73,female,some college,white,urban
1,1979,1,5,1,2,1,3,2,democrat,43,male,college graduate,white,suburban
1,1957,1,3,1,4,10,1,2,democrat,65,male,some college,white,other
1,1949,1,5,1,2,5,3,1,democrat,73,male,college graduate,white,suburban
1,1984,2,6,1,1,2,1,2,democrat,38,female,postgraduate,white,urban
2,1940,1,3,1,1,1,1,2,republican,82,male,some college,white,urban
1,1959,1,6,1,2,11,3,1,democrat,63,male,postgraduate,white,suburban
1,1984,2,4,3,2,2,3,1,democrat,38,female,some college,hispanic,suburban
6,1968,2,3,1,3,11,3,2,other,54,female,some college,white,rural
4,1988,2,5,1,1,9,3,2,did not vote,34,female,college graduate,white,urban
1,1958,1,6,1,3,9,3,2,democrat,64,male,postgraduate,white,rural
2,1944,2,3,6,2,9,8,2,republican,78,female,some college,other,suburban
2,1949,1,6,1,4,1,8,2,republican,73,male,postgraduate,white,other
1,1948,1,3,1,4,9,1,2,democrat,74,male,some college,white,other
1,1948,1,6,1,2,10,3,2,democrat,74,male,postgraduate,white,suburban
1,1949,1,5,1,2,1,1,2,democrat,73,male,college graduate,white,suburban
2,1951,1,2,1,2,2,2,2,republican,71,male,high school or less,white,suburban
1,1959,2,5,1,2,2,3,2,democrat,63,female,college graduate,white,suburban
1,1960,2,6,1,2,11,1,2,democrat,62,female,postgraduate,white,suburban
2,1962,1,3,1,2,11,3,2,republican,60,male,some college,white,suburban
6,1984,2,2,3,2,11,NA,NA,other,38,female,high school or less,hispanic,suburban
1,1973,1,5,1,2,1,3,2,democrat,49,male,college graduate,white,suburban
1,1957,2,5,1,2,9,3,2,democrat,65,female,college graduate,white,suburban
2,1966,1,3,1,2,1,3,2,republican,56,male,some college,white,suburban
2,1972,1,2,1,4,11,NA,NA,republican,50,male,high school or less,white,other
1,1946,2,3,1,4,1,1,2,democrat,76,female,some college,white,other
1,1971,2,5,1,4,2,3,2,democrat,51,female,college graduate,white,other
1,1968,2,5,1,2,1,3,1,democrat,54,female,college graduate,white,suburban
6,1985,2,2,1,1,10,3,1,other,37,female,high school or less,white,urban
1,1962,2,5,1,1,2,3,1,democrat,60,female,college graduate,white,urban
2,1952,1,5,1,2,2,1,2,republican,70,male,college graduate,white,suburban
2,1952,1,4,1,2,1,1,2,republican,70,male,some college,white,suburban
2,1970,1,2,1,3,2,1,2,republican,52,male,high school or less,white,rural
2,1963,1,5,1,2,11,1,2,republican,59,male,college graduate,white,suburban
2,1990,1,4,1,2,2,NA,NA,republican,32,male,some college,white,suburban
1,1992,1,3,1,2,12,3,1,democrat,30,male,some college,white,suburban
2,1964,1,5,1,2,5,1,2,republican,58,male,college graduate,white,suburban
1,1992,2,2,2,4,11,NA,NA,democrat,30,female,high school or less,black,other
1,1998,2,5,1,1,10,3,1,democrat,24,female,college graduate,white,urban
1,1980,1,6,1,2,2,3,1,democrat,42,male,postgraduate,white,suburban
2,1973,2,2,1,4,11,2,2,republican,49,female,high school or less,white,other
1,1952,1,3,1,3,2,3,2,democrat,70,male,some college,white,rural
2,1942,2,2,1,1,11,3,2,republican,80,female,high school or less,white,urban
1,1964,1,5,1,3,9,1,1,democrat,58,male,college graduate,white,rural
2,1983,2,2,1,2,1,2,2,republican,39,female,high school or less,white,suburban
2,1938,1,5,1,2,1,3,2,republican,84,male,college graduate,white,suburban
1,1951,1,3,1,1,11,3,2,democrat,71,male,some college,white,urban
2,1994,2,5,3,2,5,NA,NA,republican,28,female,college graduate,hispanic,suburban
1,1961,1,4,1,1,2,1,2,democrat,61,male,some college,white,urban
2,1984,2,6,1,2,11,3,1,republican,38,female,postgraduate,white,suburban
1,1979,2,3,3,1,11,2,2,democrat,43,female,some college,hispanic,urban
1,1968,1,2,2,4,1,1,2,democrat,54,male,high school or less,black,other
1,1957,1,5,2,1,1,3,2,democrat,65,male,college graduate,black,urban
1,1966,1,6,1,2,10,3,2,democrat,56,male,postgraduate,white,suburban
2,1942,1,2,1,3,1,3,2,republican,80,male,high school or less,white,rural
1,1958,2,6,1,2,1,2,2,democrat,64,female,postgraduate,white,suburban
1,1962,1,1,1,3,1,1,2,democrat,60,male,high school or less,white,rural
2,1947,2,5,1,3,1,1,2,republican,75,female,college graduate,white,rural
2,1952,1,2,1,3,1,NA,NA,republican,70,male,high school or less,white,rural
2,1978,1,2,1,4,1,NA,NA,republican,44,male,high school or less,white,other
1,1963,1,3,6,2,1,3,2,democrat,59,male,some college,other,suburban
6,1988,2,5,2,2,11,3,1,other,34,female,college graduate,black,suburban
1,1953,2,4,1,4,10,3,2,democrat,69,female,some college,white,other
1,1965,2,6,2,1,1,3,1,democrat,57,female,postgraduate,black,urban
1,1976,2,5,1,2,9,3,2,democrat,46,female,college graduate,white,suburban
2,1964,2,4,1,4,2,2,2,republican,58,female,some college,white,other
2,1952,2,2,1,2,2,3,2,republican,70,female,high school or less,white,suburban
6,1974,2,5,1,4,11,3,1,other,48,female,college graduate,white,other
1,1952,1,2,4,4,1,1,2,democrat,70,male,high school or less,asian,other
2,1962,2,2,1,4,1,1,2,republican,60,female,high school or less,white,other
1,1958,2,3,2,1,1,3,2,democrat,64,female,some college,black,urban
2,1945,2,2,1,1,2,3,2,republican,77,female,high school or less,white,urban
1,1948,1,5,1,4,9,1,2,democrat,74,male,college graduate,white,other
1,1950,1,5,1,2,1,3,2,democrat,72,male,college graduate,white,suburban
2,1961,1,5,1,2,11,1,2,republican,61,male,college graduate,white,suburban
2,1970,1,4,1,2,11,3,2,republican,52,male,some college,white,suburban
2,1943,1,5,1,2,2,1,2,republican,79,male,college graduate,white,suburban
2,1974,1,2,1,2,11,1,2,republican,48,male,high school or less,white,suburban
2,1948,1,3,1,4,12,1,2,republican,74,male,some college,white,other
2,1963,1,5,1,4,1,8,2,republican,59,male,college graduate,white,other
1,1939,2,5,1,3,10,3,2,democrat,83,female,college graduate,white,rural
6,1988,1,5,1,1,6,1,2,other,34,male,college graduate,white,urban
2,1960,2,6,1,2,2,1,2,republican,62,female,postgraduate,white,suburban
2,1963,2,2,1,3,11,8,2,republican,59,female,high school or less,white,rural
1,1961,2,5,1,4,1,1,2,democrat,61,female,college graduate,white,other
1,1952,1,2,1,2,12,2,2,democrat,70,male,high school or less,white,suburban
1,1967,1,5,1,1,9,1,2,democrat,55,male,college graduate,white,urban
1,1950,1,6,1,4,12,1,2,democrat,72,male,postgraduate,white,other
1,1951,1,2,1,3,1,1,2,democrat,71,male,high school or less,white,rural
2,1962,1,3,1,4,11,3,1,republican,60,male,some college,white,other
2,1969,1,6,1,3,2,3,2,republican,53,male,postgraduate,white,rural
2,1938,1,3,1,3,2,3,2,republican,84,male,some college,white,rural
1,1997,2,5,4,2,2,3,1,democrat,25,female,college graduate,asian,suburban
1,1943,2,5,1,2,2,3,2,democrat,79,female,college graduate,white,suburban
2,1960,2,3,1,2,2,8,2,republican,62,female,some college,white,suburban
6,1959,2,2,1,2,11,3,2,other,63,female,high school or less,white,suburban
1,1948,2,5,1,2,11,3,2,democrat,74,female,college graduate,white,suburban
2,1970,2,2,1,1,2,3,1,republican,52,female,high school or less,white,urban
2,1948,2,3,1,2,2,NA,2,republican,74,female,some college,white,suburban
1,1953,1,5,1,4,7,1,2,democrat,69,male,college graduate,white,other
2,1953,2,3,1,2,2,3,2,republican,69,female,some college,white,suburban
2,1950,2,2,1,4,1,1,2,republican,72,female,high school or less,white,other
1,1951,2,5,1,3,5,3,2,democrat,71,female,college graduate,white,rural
2,1953,1,5,1,2,1,1,2,republican,69,male,college graduate,white,suburban
2,1994,1,5,1,2,10,1,2,republican,28,male,college graduate,white,suburban
1,1952,2,5,1,3,11,3,2,democrat,70,female,college graduate,white,rural
1,1971,1,5,1,4,10,3,2,democrat,51,male,college graduate,white,other
2,1944,1,5,1,2,1,3,2,republican,78,male,college graduate,white,suburban
1,1949,1,4,1,3,10,3,2,democrat,73,male,some college,white,rural
2,1945,2,3,1,4,1,2,2,republican,77,female,some college,white,other
2,1953,1,3,1,2,1,1,2,republican,69,male,some college,white,suburban
1,1967,2,2,1,2,2,3,2,democrat,55,female,high school or less,white,suburban
2,1973,2,2,1,2,11,8,2,republican,49,female,high school or less,white,suburban
1,1949,1,3,1,1,10,3,2,democrat,73,male,some college,white,urban
2,1970,1,6,1,1,2,3,2,republican,52,male,postgraduate,white,urban
2,1958,2,5,1,3,2,NA,NA,republican,64,female,college graduate,white,rural
1,1954,2,5,1,4,11,3,2,democrat,68,female,college graduate,white,other
1,1964,2,6,1,3,9,3,2,democrat,58,female,postgraduate,white,rural
1,1977,2,4,1,3,1,3,2,democrat,45,female,some college,white,rural
2,1949,1,3,1,2,11,1,1,republican,73,male,some college,white,suburban
1,1938,1,5,1,3,10,3,2,democrat,84,male,college graduate,white,rural
2,1947,1,2,1,2,1,1,2,republican,75,male,high school or less,white,suburban
2,1962,1,3,1,3,11,1,2,republican,60,male,some college,white,rural
2,1957,1,5,1,4,1,3,2,republican,65,male,college graduate,white,other
6,1957,1,2,1,2,11,3,2,other,65,male,high school or less,white,suburban
2,1981,2,5,1,1,2,3,1,republican,41,female,college graduate,white,urban
1,1961,1,6,1,3,1,1,2,democrat,61,male,postgraduate,white,rural
6,1974,2,2,1,4,1,3,1,other,48,female,high school or less,white,other
1,1947,2,5,1,1,11,3,2,democrat,75,female,college graduate,white,urban
1,1976,2,5,1,2,10,3,2,democrat,46,female,college graduate,white,suburban
1,1951,2,5,1,2,5,3,2,democrat,71,female,college graduate,white,suburban
6,1980,2,6,1,1,1,3,2,other,42,female,postgraduate,white,urban
2,1949,1,2,1,4,1,1,2,republican,73,male,high school or less,white,other
1,1962,2,6,3,2,1,3,1,democrat,60,female,postgraduate,hispanic,suburban
1,2002,1,3,2,2,1,NA,NA,democrat,20,male,some college,black,suburban
2,1998,1,2,2,3,2,NA,NA,republican,24,male,high school or less,black,rural
1,1966,1,6,1,2,9,1,2,democrat,56,male,postgraduate,white,suburban
2,1951,1,3,1,4,1,1,2,republican,71,male,some college,white,other
1,1945,2,5,1,2,5,3,2,democrat,77,female,college graduate,white,suburban
1,1952,2,4,1,5,9,1,2,democrat,70,female,some college,white,other
2,1945,1,2,1,2,1,3,2,republican,77,male,high school or less,white,suburban
1,1946,1,2,1,2,2,3,2,democrat,76,male,high school or less,white,suburban
1,1942,2,3,1,3,1,2,2,democrat,80,female,some college,white,rural
1,1967,2,5,2,1,11,NA,NA,democrat,55,female,college graduate,black,urban
2,1982,1,2,1,4,11,1,2,republican,40,male,high school or less,white,other
2,1957,2,2,1,3,12,8,2,republican,65,female,high school or less,white,rural
2,1951,1,2,1,2,11,1,2,republican,71,male,high school or less,white,suburban
1,1962,2,3,1,2,1,3,1,democrat,60,female,some college,white,suburban
1,1948,1,5,1,2,2,3,2,democrat,74,male,college graduate,white,suburban
1,1958,2,4,1,4,1,2,2,democrat,64,female,some college,white,other
2,1956,2,3,1,2,2,3,2,republican,66,female,some college,white,suburban
6,1952,2,3,1,1,11,3,2,other,70,female,some college,white,urban
1,1957,1,2,1,3,11,1,1,democrat,65,male,high school or less,white,rural
1,1970,2,5,1,2,9,2,2,democrat,52,female,college graduate,white,suburban
1,1955,1,5,3,2,2,NA,NA,democrat,67,male,college graduate,hispanic,suburban
2,1950,1,3,1,3,11,1,2,republican,72,male,some college,white,rural
2,1959,1,3,1,4,1,1,2,republican,63,male,some college,white,other
2,1962,1,2,1,2,1,1,2,republican,60,male,high school or less,white,suburban
1,1966,2,3,1,2,10,3,2,democrat,56,female,some college,white,suburban
1,1947,1,5,1,2,1,3,2,democrat,75,male,college graduate,white,suburban
2,1974,1,3,1,2,12,2,2,republican,48,male,some college,white,suburban
1,1968,2,5,1,3,10,3,2,democrat,54,female,college graduate,white,rural
6,1960,1,6,1,3,1,3,2,other,62,male,postgraduate,white,rural
1,1977,1,4,6,2,10,3,2,democrat,45,male,some college,other,suburban
2,1987,1,3,1,2,11,3,2,republican,35,male,some college,white,suburban
1,1952,1,3,1,4,9,3,2,democrat,70,male,some college,white,other
2,1960,1,1,1,3,1,3,2,republican,62,male,high school or less,white,rural
2,1966,2,2,1,1,9,3,2,republican,56,female,high school or less,white,urban
2,1942,2,4,7,2,1,3,NA,republican,80,female,some college,other,suburban
2,1968,1,6,1,3,1,8,1,republican,54,male,postgraduate,white,rural
1,1976,1,5,3,2,2,3,1,democrat,46,male,college graduate,hispanic,suburban
3,1963,1,3,2,1,1,3,2,did not vote,59,male,some college,black,urban
6,1978,2,3,2,1,11,2,2,other,44,female,some college,black,urban
1,1935,1,2,1,2,9,3,2,democrat,87,male,high school or less,white,suburban
1,1949,2,5,1,2,9,2,2,democrat,73,female,college graduate,white,suburban
2,1958,1,5,1,2,1,1,1,republican,64,male,college graduate,white,suburban
1,1961,2,5,1,3,2,3,1,democrat,61,female,college graduate,white,rural
1,1961,1,5,1,2,9,1,2,democrat,61,male,college graduate,white,suburban
2,1942,2,2,1,2,1,3,2,republican,80,female,high school or less,white,suburban
2,1954,1,3,1,3,1,1,2,republican,68,male,some college,white,rural
2,1960,1,2,1,4,2,NA,NA,republican,62,male,high school or less,white,other
2,1946,1,3,1,1,2,1,2,republican,76,male,some college,white,urban
1,1953,1,3,1,2,9,1,2,democrat,69,male,some college,white,suburban
2,1957,2,5,1,4,11,3,2,republican,65,female,college graduate,white,other
1,1955,2,4,1,4,11,2,2,democrat,67,female,some college,white,other
1,1960,1,2,1,2,5,3,2,democrat,62,male,high school or less,white,suburban
1,1948,2,5,1,2,1,3,2,democrat,74,female,college graduate,white,suburban
2,1966,1,6,1,2,10,1,2,republican,56,male,postgraduate,white,suburban
2,1974,2,6,1,3,2,3,2,republican,48,female,postgraduate,white,rural
2,1958,1,2,1,4,2,1,2,republican,64,male,high school or less,white,other
2,1948,2,3,1,2,2,3,2,republican,74,female,some college,white,suburban
1,1961,2,6,1,2,1,3,1,democrat,61,female,postgraduate,white,suburban
2,1955,1,2,1,2,5,3,2,republican,67,male,high school or less,white,suburban
1,1981,2,6,1,2,2,2,1,democrat,41,female,postgraduate,white,suburban
1,1967,1,4,1,1,10,3,2,democrat,55,male,some college,white,urban
1,1963,1,6,1,1,5,3,2,democrat,59,male,postgraduate,white,urban
2,1953,1,3,1,3,2,3,2,republican,69,male,some college,white,rural
2,1952,2,2,1,4,2,3,2,republican,70,female,high school or less,white,other
1,1991,2,5,1,2,2,NA,NA,democrat,31,female,college graduate,white,suburban
3,1959,1,5,1,2,2,1,2,did not vote,63,male,college graduate,white,suburban
1,1950,2,3,2,1,12,3,2,democrat,72,female,some college,black,urban
1,1944,2,5,1,5,1,3,2,democrat,78,female,college graduate,white,other
2,1956,1,5,1,4,1,1,2,republican,66,male,college graduate,white,other
1,1964,2,5,1,3,12,3,2,democrat,58,female,college graduate,white,rural
6,1987,1,2,3,1,1,NA,NA,other,35,male,high school or less,hispanic,urban
2,1949,1,2,1,2,2,1,2,republican,73,male,high school or less,white,suburban
1,1958,1,6,1,2,1,1,2,democrat,64,male,postgraduate,white,suburban
2,1981,2,5,1,2,2,1,2,republican,41,female,college graduate,white,suburban
1,1955,2,4,1,2,11,3,2,democrat,67,female,some college,white,suburban
1,1977,1,3,1,1,1,3,2,democrat,45,male,some college,white,urban
2,1955,1,3,1,3,9,1,2,republican,67,male,some college,white,rural
1,1948,2,5,1,1,1,2,2,democrat,74,female,college graduate,white,urban
1,1953,2,5,1,3,1,2,2,democrat,69,female,college graduate,white,rural
6,1995,1,3,2,1,12,NA,NA,other,27,male,some college,black,urban
1,1994,2,6,2,2,9,3,2,democrat,28,female,postgraduate,black,suburban
3,1963,1,6,1,3,11,3,2,did not vote,59,male,postgraduate,white,rural
1,1959,1,6,1,2,10,1,2,democrat,63,male,postgraduate,white,suburban
1,1971,2,5,1,1,1,1,2,democrat,51,female,college graduate,white,urban
2,1967,2,3,1,2,2,2,2,republican,55,female,some college,white,suburban
1,1968,2,3,1,2,11,1,2,democrat,54,female,some college,white,suburban
