presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vvweight,inputstate,pid7,votereg,faminc_new
2,1966,2,4,1,4,1,1,2,1.2952134299,23,6,1,3
1,1955,1,5,1,1,2,3,2,0.4436912882,6,4,1,11
1,1952,1,6,1,1,2,3,2,NA,36,2,1,12
1,1958,2,4,1,1,9,3,2,0.7390620576,26,1,1,2
1,1935,1,6,1,2,7,1,2,0.6303963769,6,1,1,12
2,1955,2,2,3,2,2,NA,NA,0.7063020398,48,7,1,5
1,1955,2,5,1,3,12,2,2,0.5759558796,12,1,1,9
1,1959,1,5,1,2,1,3,2,NA,47,4,1,13
1,1965,1,4,6,2,11,3,2,0.6364640069,13,1,1,5
5,1961,2,3,1,2,11,3,2,0.2473060336,18,4,1,4
2,1969,2,4,1,4,12,2,2,1.028858313,55,7,1,2
1,1973,1,5,1,2,10,3,2,0.4583154998,39,4,1,8
2,1928,1,6,1,3,11,1,2,2.1068998961,41,5,1,11
1,1956,1,3,1,2,12,3,2,0.4631822307,27,2,1,8
2,1943,2,6,6,2,1,1,2,0.1538092733,45,5,1,9
1,1974,1,6,1,2,9,3,1,0.6807612243,42,1,1,12
1,1957,1,3,1,2,9,3,2,0.2401629188,9,3,1,12
1,1956,1,3,1,3,9,3,2,0.5244363453,30,2,1,97
2,1943,1,6,2,3,1,3,2,0.3978480097,55,5,1,10
1,1953,1,5,1,1,2,3,2,0.5559740037,6,1,1,11
1,1952,2,6,1,1,11,3,2,0.9670294841,26,3,1,5
1,1948,2,2,2,2,11,2,2,1.9456811666,12,3,1,7
2,1970,1,6,1,2,5,1,1,0.9715342041,6,5,1,97
2,1951,1,4,1,4,11,1,2,0.7549362628,37,4,1,97
3,1975,1,3,1,4,1,1,2,0.1146893021,19,4,1,97
1,1949,2,4,7,1,2,1,2,0.2071197963,48,7,1,5
2,1955,1,3,1,2,2,1,2,0.7867710077,8,5,1,13
1,1938,1,5,1,3,1,3,2,0.8633787108,39,1,1,97
1,1965,1,3,1,2,11,1,2,0.5657954001,18,2,1,8
6,1985,2,6,1,1,1,1,2,NA,37,4,1,9
6,1981,2,3,3,4,1,2,1,0.2588831892,13,6,1,8
1,1943,1,4,2,1,11,1,2,0.3895381077,1,1,1,8
2,1959,1,6,3,1,2,1,2,0.4457314625,8,4,1,3
6,1956,1,3,1,2,2,1,1,0.7882343749,25,4,1,11
2,1934,1,2,1,4,1,3,2,1.220492526,54,7,1,3
1,1940,1,6,1,3,9,2,2,0.8318335768,42,3,1,8
2,1956,1,3,6,2,9,1,2,0.3556431408,12,4,1,7
1,1957,2,5,1,2,9,3,2,1.1705461349,34,1,1,11
2,1955,2,4,1,4,1,1,2,0.8261775756,47,7,1,6
2,1955,1,5,1,2,1,1,2,1.0410270119,21,6,1,10
2,1947,2,4,1,4,1,1,2,0.8130445933,39,7,1,3
2,1959,1,4,1,2,1,3,2,NA,39,7,1,7
1,1968,1,5,1,1,9,3,2,0.8914364019,42,2,1,6
1,1977,2,6,1,2,9,3,2,1.1303861546,24,1,1,12
2,1952,1,5,1,2,11,8,2,1.0478810991,41,4,1,97
2,1973,1,5,1,2,1,1,2,0.7573077488,24,7,1,11
2,1946,1,5,1,2,1,3,2,1.1178103696,48,4,1,9
2,1955,1,4,1,3,2,1,2,0.3671147029,9,7,1,13
2,1954,2,4,1,4,2,1,2,0.4301896146,33,6,1,3
1,1985,1,6,1,1,1,3,2,NA,29,7,1,11
1,1983,2,4,3,1,9,3,2,0.9484677732,6,2,1,10
1,1962,2,3,1,1,11,3,2,0.6593696426,41,2,1,4
1,1978,1,6,1,2,10,3,2,NA,36,2,1,10
2,1957,1,4,1,4,2,3,2,0.55632755,25,7,1,5
2,1957,1,5,1,1,9,8,2,0.5595079564,20,4,1,6
2,1955,1,4,1,4,2,1,2,0.717840475,34,5,1,8
1,1952,2,4,1,2,11,3,2,0.6753173417,32,4,1,8
1,1952,1,5,1,2,9,3,2,0.4934272031,31,3,1,6
2,1942,2,5,1,1,1,3,2,1.2748175163,12,7,1,9
1,1954,2,3,1,2,11,1,2,0.5967359508,13,4,1,15
1,1956,1,4,1,2,1,1,2,0.6976770861,27,5,1,6
1,1957,2,6,1,4,9,3,1,1.5662283765,41,1,1,5
2,1966,2,2,1,4,1,NA,NA,0.999878787,4,7,1,6
2,1975,1,6,4,2,1,3,2,2.2619044829,34,7,1,11
1,1951,2,6,1,4,1,2,2,0.7391200237,13,1,1,10
1,1956,1,6,1,2,1,3,2,0.4686878129,27,1,1,10
1,1958,1,5,1,3,11,3,2,0.8434376725,23,1,1,6
1,1958,1,6,1,4,1,3,2,0.5773500677,37,1,1,3
1,1970,1,6,1,2,12,3,2,0.4765600499,39,1,1,13
2,1953,1,3,1,4,2,1,2,NA,29,7,1,6
6,1952,1,2,1,1,1,1,2,NA,48,6,2,3
1,1952,2,3,7,1,9,2,2,0.5990025669,53,1,1,97
2,1954,1,5,1,3,1,8,1,1.0745258617,47,7,1,3
2,1956,2,5,1,3,1,1,2,2.0154831865,17,7,1,97
2,1957,1,4,1,2,1,1,2,0.7108301192,48,5,1,97
2,1954,2,6,1,2,12,2,2,1.5236079063,48,5,1,10
3,1954,1,2,1,4,2,1,2,0.1853212893,35,3,1,9
1,1988,2,3,2,1,11,3,2,1.272125569,34,2,1,8
1,1962,2,3,2,4,1,3,2,0.5131523616,29,1,1,2
2,1957,1,5,1,3,2,3,2,0.724093466,34,7,1,8
2,1966,1,5,1,2,1,1,2,NA,17,4,1,9
1,1977,2,6,7,1,2,3,2,NA,34,1,1,10
1,1981,1,5,1,3,1,3,2,1.3778010753,53,3,1,8
2,1956,1,5,1,2,1,3,2,1.1178103696,48,7,1,8
2,1953,2,4,1,3,1,3,1,1.7910862832,53,5,1,3
2,1971,1,6,1,3,1,3,1,NA,47,6,1,7
2,1951,1,3,1,3,1,1,2,0.6171378464,45,7,1,6
1,1956,1,3,1,1,11,8,2,NA,4,4,1,6
2,1993,2,5,1,2,1,1,2,NA,37,5,1,12
2,1957,1,5,1,4,1,1,2,1.236797742,42,5,1,4
2,1964,1,5,1,2,2,1,2,0.8976913786,26,7,1,16
1,1942,2,3,1,2,9,3,2,0.7902209999,6,1,1,6
1,1943,2,5,1,4,11,1,2,0.3866979207,54,4,1,97
1,1971,2,5,1,2,12,3,2,0.5381631339,36,4,1,4
1,1954,1,6,1,2,2,3,1,0.5054045322,39,2,1,8
1,1957,2,4,1,2,2,2,2,0.6134496285,36,1,1,5
2,1998,1,5,1,3,1,NA,NA,1.8103964101,48,5,1,5
1,1957,2,4,1,3,11,1,2,0.6017618989,1,1,1,97
1,1964,2,3,7,2,12,3,1,0.2004155294,9,3,1,97
6,1967,2,5,1,3,12,3,2,NA,46,2,1,2
1,1975,2,6,1,1,11,3,2,0.813672945,42,1,1,10
1,1991,2,2,3,2,2,NA,NA,0.7827572575,17,2,1,5
2,1949,1,5,1,2,1,1,2,1.1183386419,45,5,1,9
2,1955,1,3,1,1,1,3,2,1.2312172884,6,5,1,6
2,1965,2,5,1,2,1,3,1,0.8387415389,5,7,1,4
2,1963,2,4,1,1,1,3,2,NA,36,5,1,2
2,1967,1,5,1,3,1,3,2,0.6254888321,34,4,1,7
2,1953,2,5,1,4,1,3,1,0.9208048836,51,5,1,3
2,1943,1,5,1,4,2,1,2,0.8007132882,55,7,1,10
2,1959,1,5,1,2,11,3,2,1.265015936,17,7,1,8
5,1982,1,3,1,2,10,3,2,3.5638571062,41,3,1,6
6,1955,1,5,1,2,2,3,2,1.9878172702,42,4,1,8
2,1963,1,3,1,3,10,1,2,0.1639356714,1,5,1,10
4,1951,1,6,1,2,11,1,2,0.4493373072,48,4,1,5
2,1971,1,5,1,4,9,1,2,1.2328560622,12,5,1,12
2,1949,1,3,1,3,1,1,1,0.5955974256,12,7,1,10
1,1938,1,5,1,1,10,3,2,0.5559740037,6,1,1,9
2,1960,2,3,1,2,1,3,2,0.9474345185,8,4,1,8
2,1936,1,5,1,1,1,1,2,0.8994732881,18,7,1,7
1,1942,2,3,1,2,10,3,2,0.7902209999,6,1,1,10
1,1990,2,5,1,3,10,3,1,1.4473019613,24,1,1,13
2,1952,2,6,4,2,2,3,2,2.5841434287,6,5,1,11
2,1949,2,3,1,2,2,1,2,1.5696436247,48,7,1,11
6,1963,2,4,1,2,11,3,2,1.0188263255,40,4,1,6
2,1947,1,2,1,4,1,1,2,1.1890781671,37,5,1,5
1,1957,1,5,1,1,1,3,2,0.7050013816,51,4,1,12
2,1942,1,5,1,3,2,3,2,0.724093466,34,7,1,8
2,1975,1,6,1,2,1,3,2,0.7110947689,48,7,1,12
2,1966,2,6,1,2,1,2,1,1.8688564586,41,5,1,8
1,1986,2,5,1,3,2,3,2,1.2619401504,21,2,1,8
1,2002,2,2,3,1,11,NA,NA,NA,6,1,1,4
1,1960,2,6,1,2,5,3,2,0.7118212025,12,1,1,11
2,1953,2,5,1,2,1,3,2,0.8018349896,12,5,1,97
2,1959,2,3,1,3,1,2,2,1.1265372385,26,7,1,4
1,1972,2,3,1,2,11,3,1,0.5958134745,39,4,1,97
1,1954,1,3,1,3,10,1,2,0.4298209664,36,3,1,12
1,1955,2,5,1,2,2,2,2,0.7124723677,29,3,1,8
1,1956,1,5,1,2,2,1,2,0.6071391071,53,2,1,6
2,1941,1,6,1,4,1,1,2,NA,22,7,1,12
1,1946,1,5,1,2,1,1,2,0.5082949826,12,4,1,97
2,1965,2,5,1,2,1,1,2,1.5437551991,48,5,1,10
2,1954,2,5,1,3,1,3,2,1.4883421303,39,6,1,3
2,1974,1,6,1,2,1,1,2,0.8928781515,13,7,1,11
1,1961,2,5,1,4,9,3,2,0.6453484434,34,1,1,9
1,1975,2,6,1,2,5,3,1,0.6618877161,34,1,1,13
6,1970,2,4,4,3,1,3,2,NA,31,7,2,13
2,1951,2,5,1,2,2,1,2,1.4808599339,18,6,1,9
1,1951,2,5,1,1,2,3,2,0.8745450845,49,1,1,5
2,1951,1,4,1,1,1,1,2,1.0696234054,47,7,1,9
1,1963,1,2,2,1,11,3,2,0.5509845403,11,1,1,1
3,1992,2,3,6,1,1,3,2,0.94952684,48,6,1,5
2,1950,1,5,1,2,10,1,2,0.4478887994,48,5,1,11
2,1952,1,5,1,3,1,1,2,1.1178103696,48,7,1,6
2,1950,1,5,1,5,1,1,2,0.9715681473,16,7,1,10
1,1971,2,3,1,4,10,3,1,0.5872607633,13,1,1,2
1,1954,1,3,1,3,12,1,2,0.5057309485,49,3,1,97
2,1947,1,6,1,4,1,1,2,0.8336290133,20,7,1,11
2,1937,1,3,1,4,1,1,2,1.1221778117,1,7,1,4
2,1952,1,6,1,2,1,1,2,0.9670406669,6,7,1,14
1,1973,2,5,1,2,11,3,1,0.7086251055,25,2,1,6
1,1983,2,6,2,1,10,3,1,1.4783576984,36,3,1,9
2,1948,2,5,1,2,1,3,2,1.5422205153,37,7,1,9
2,1961,1,4,1,3,12,3,2,0.4075448644,35,7,1,9
2,1954,1,5,1,2,1,3,2,1.256260097,12,4,1,10
2,1944,2,3,1,3,2,3,2,1.3624744178,44,5,1,2
1,1991,2,2,2,1,8,2,1,1.4216355638,48,4,1,3
1,1952,1,6,1,1,5,3,2,0.9195516475,36,1,1,8
1,1937,1,6,1,3,9,3,2,0.8342007191,42,1,1,12
1,1947,1,5,1,2,1,1,2,0.7953014199,35,1,1,7
2,1956,1,2,1,3,2,3,2,0.7373142836,48,6,1,97
2,1957,1,4,7,5,10,3,2,0.1030672136,39,5,1,11
2,1996,2,5,1,1,11,1,2,NA,42,3,1,4
1,1996,1,6,1,1,1,2,2,NA,4,1,1,7
6,1948,2,6,1,2,12,3,2,NA,12,1,2,4
2,1962,2,4,1,2,1,1,1,0.9885391676,47,7,1,11
1,1956,1,6,1,4,1,3,1,0.8284557539,26,2,1,9
1,1975,2,4,1,2,9,3,2,0.5211952994,48,1,1,10
1,1947,1,5,1,2,2,3,2,0.5926735133,42,1,1,6
2,1957,1,4,7,2,3,1,1,0.2064848719,22,6,1,5
1,1947,1,6,1,2,5,3,2,0.6191703631,34,1,1,12
1,1960,1,3,1,2,1,3,2,0.639656717,20,4,1,11
2,1949,2,6,1,2,2,1,2,0.7257827058,47,7,1,5
6,1968,1,2,1,2,12,1,2,NA,39,6,2,4
2,1943,1,4,1,2,1,3,2,NA,8,6,1,4
6,1955,2,3,6,1,1,3,2,0.3235138205,6,7,1,3
1,1974,2,5,1,2,10,3,1,0.828968132,55,1,1,6
1,1977,1,6,1,2,9,3,2,NA,36,2,1,10
1,1962,2,6,1,2,1,3,2,1.5173889412,39,5,1,11
1,1972,2,6,1,2,9,1,2,0.4767328993,40,1,1,7
2,1995,2,2,1,1,2,1,2,NA,48,6,2,6
1,1981,2,5,1,1,9,1,2,1.2907945654,30,3,1,13
2,1960,1,6,1,2,1,3,2,0.7733804572,29,5,1,12
3,1973,1,5,1,2,11,NA,NA,0.3737246379,8,4,1,11
1,1952,2,5,1,2,1,1,2,0.6495497452,6,1,1,9
6,1947,1,2,1,2,2,1,2,0.2155294585,12,4,2,6
2,1955,1,3,1,4,12,8,2,1.40385368,32,6,1,97
2,1958,2,6,1,2,11,3,2,0.8012723455,34,4,1,97
2,1944,1,3,1,2,1,1,2,1.4683445236,18,5,1,6
1,1966,2,5,1,2,1,3,2,0.9369606568,51,1,1,7
2,1952,1,5,1,2,2,3,2,0.7231521547,24,1,1,5
1,1968,2,3,1,1,9,3,2,0.6147156105,32,3,1,4
1,1982,1,5,1,2,9,NA,NA,1.0490873057,26,1,1,8
1,1960,1,4,2,1,1,NA,NA,NA,48,1,1,6
1,1986,2,2,3,1,2,NA,NA,NA,48,1,1,5
2,1975,1,4,1,4,10,1,1,0.6881736361,32,6,1,9
1,1954,2,6,1,2,10,3,1,1.0691494474,51,1,1,9
1,1954,1,4,1,2,1,3,2,0.3085333905,12,1,1,8
1,1957,2,6,1,3,1,3,2,1.2526170197,39,3,1,5
2,1956,1,4,1,2,10,3,2,0.7695153282,6,5,2,3
2,1944,2,4,1,3,2,3,2,0.7118849227,42,7,1,9
1,1969,1,5,1,1,12,3,1,0.6863250608,4,3,1,7
2,1959,2,3,1,3,12,3,2,NA,25,4,1,9
2,1951,2,3,1,4,1,1,2,1.1952631499,20,5,1,5
1,1975,2,6,1,2,5,3,2,1.1303861546,24,1,1,13
2,1945,2,3,1,2,1,3,2,1.0989911595,6,7,1,5
1,1948,2,5,1,2,2,3,2,0.4973392058,39,1,1,4
1,1990,1,6,1,1,1,1,1,NA,6,7,1,12
1,1963,2,1,1,2,2,3,2,1.6322906914,36,1,1,1
1,1970,2,2,2,4,1,NA,NA,NA,13,1,1,4
1,1954,1,4,1,2,1,1,2,0.5126344528,26,4,1,8
1,2000,1,1,3,1,1,NA,NA,NA,6,7,1,1
1,1985,2,6,1,1,11,2,2,1.065665622,48,3,1,9
6,1957,2,3,1,4,11,3,2,1.048998047,41,4,3,2
1,1954,1,6,1,1,12,1,2,1.0580406795,29,3,1,4
1,1984,1,5,1,1,9,NA,NA,NA,6,1,1,14
1,1990,1,5,3,1,11,3,2,0.3950887637,48,1,1,11
6,1980,1,1,1,2,1,8,2,NA,36,4,2,97
6,1956,2,3,1,2,11,2,2,1.2560421376,47,5,1,4
2,1982,1,5,5,2,12,1,1,NA,12,4,1,6
5,1996,1,3,6,2,9,NA,NA,0.1508837764,37,5,1,6
1,1968,2,5,1,2,9,2,2,0.8191599268,6,1,1,12
2,1971,1,2,1,4,11,1,2,1.0514315242,54,7,1,2
1,1952,2,2,2,1,1,3,2,1.2162999251,29,1,1,2
2,1970,2,4,1,2,3,1,2,0.9442053282,32,7,1,8
1,1955,1,4,2,1,12,NA,NA,0.6465837399,6,1,1,11
2,1970,1,5,3,2,11,3,2,1.0590623865,12,5,1,7
2,1960,2,5,1,4,1,3,1,NA,47,5,1,97
1,2000,1,3,6,2,11,1,2,1.6571341142,48,3,1,8
2,1952,1,3,1,2,2,3,2,0.7672749082,24,6,1,4
2,1939,2,3,1,2,1,3,2,0.8275314342,4,5,1,5
2,1960,2,6,1,4,1,1,1,NA,28,7,1,6
6,1972,2,3,5,1,11,3,2,NA,40,8,2,1
1,1998,2,5,1,1,9,3,1,1.2308126551,36,2,1,97
1,1968,2,2,1,4,1,1,2,0.7400834644,1,3,1,6
2,1957,2,5,1,3,1,2,2,1.086574423,6,7,1,6
2,1966,1,3,1,4,1,1,1,1.6911313668,31,7,1,6
2,1945,1,6,1,2,1,1,2,0.9212399353,13,7,1,9
2,1945,1,5,1,2,1,8,2,0.8803369027,49,5,1,11
2,1948,2,5,1,1,2,3,2,0.9893974844,35,4,1,2
2,1959,2,3,1,4,12,3,2,0.5366021294,49,5,1,4
2,1980,1,5,7,4,10,3,2,0.5602324911,45,4,1,8
3,1981,2,3,1,1,1,3,1,0.0234418562,37,4,1,6
1,1956,1,6,1,1,2,3,2,0.6466679141,26,4,1,15
2,1989,2,5,1,1,2,3,2,1.1265680597,17,7,1,11
2,2001,1,4,6,1,12,NA,NA,0.4686222813,12,7,1,11
1,1949,2,4,1,2,10,3,2,NA,10,1,1,97
2,1962,2,3,1,4,1,1,2,0.3282929633,4,7,1,13
2,1970,1,5,1,2,11,3,2,1.0858400099,37,5,1,5
2,1963,1,6,2,2,1,3,1,3.2460809923,13,7,1,11
2,1948,2,5,1,2,11,2,2,1.0141978604,13,5,1,10
1,1954,1,6,1,1,9,1,2,0.246798802,56,1,1,10
2,1972,1,3,1,3,9,1,1,0.8273841525,12,5,1,4
1,1961,1,6,1,2,1,3,2,0.8312204527,51,3,1,14
1,1952,2,5,2,2,1,NA,NA,0.31992339,37,1,1,6
1,1978,2,4,1,2,1,2,1,0.7374708193,18,2,1,7
2,1966,2,4,1,2,1,1,2,0.8591354712,12,7,1,4
1,1953,1,6,1,2,2,1,2,0.7761384523,12,1,1,9
2,1954,2,2,1,3,1,2,2,1.3157773502,17,7,1,3
1,1950,2,6,1,1,9,3,2,0.6077415098,39,1,1,9
4,1994,1,5,1,1,11,3,2,0.5933119442,39,4,1,3
2,1964,1,6,1,2,1,3,2,1.143879302,13,7,1,97
2,1955,1,6,7,2,2,1,2,0.1133192692,48,5,1,8
2,1976,1,4,7,1,1,3,1,0.1972404921,53,4,1,6
2,1966,2,3,1,3,12,3,1,0.9951968244,4,5,1,3
6,1974,1,5,1,1,5,3,2,0.7546913571,36,2,1,3
1,1986,2,3,1,1,9,3,2,0.8483587441,6,1,1,14
6,1955,2,5,1,1,11,3,2,0.6473932943,12,4,1,97
1,1953,1,6,7,5,9,3,2,0.0874587553,53,1,1,4
1,1992,1,4,2,3,1,3,2,0.4196582939,24,3,1,3
5,1988,1,3,3,1,11,NA,NA,NA,48,2,1,5
2,1958,1,5,1,3,2,3,1,0.6898745331,15,7,1,3
1,1951,2,3,1,2,5,3,2,0.5628383568,41,1,1,97
2,1978,1,5,1,1,1,3,2,NA,4,7,1,8
2,1977,1,6,1,2,1,3,1,1.2436319964,39,6,1,11
2,1964,2,4,1,2,1,2,1,0.9712061464,18,6,1,7
2,1968,1,2,1,3,9,8,2,1.1434184906,1,4,1,6
2,1961,1,6,1,2,10,1,1,1.2928822262,21,7,1,11
1,1947,2,1,1,1,1,3,2,1.5171906061,25,1,1,2
2,1962,1,3,1,2,1,3,2,1.0960355008,13,7,1,8
1,1955,2,3,1,2,1,2,2,0.5430783175,37,2,1,97
1,1952,1,6,1,4,1,2,2,0.8342007191,42,1,1,10
1,1940,2,6,1,5,11,2,2,0.5932583951,12,1,1,13
1,1952,2,6,1,1,7,2,2,0.5769351009,13,1,1,9
1,1958,2,5,1,2,11,3,2,0.6119269896,41,1,1,3
2,1946,2,3,6,2,1,2,2,0.3249123853,6,5,1,8
1,1971,1,5,1,1,9,2,1,0.4671691196,55,3,1,8
2,1950,1,6,1,2,2,3,2,1.09282053,32,5,1,7
2,1981,1,5,1,2,11,NA,2,2.0434858597,49,5,1,97
2,1980,1,5,3,1,2,3,2,2.3893609583,12,7,1,11
1,1973,2,3,1,3,10,3,2,0.8589397021,53,1,1,11
2,1943,1,6,1,3,2,8,2,2.1068998961,41,7,1,11
2,1949,1,6,1,2,2,3,2,0.9694814413,34,5,1,9
1,1961,1,5,1,1,10,3,2,0.6484609975,27,3,1,11
2,1953,1,6,1,3,9,3,2,NA,34,6,1,6
1,1964,2,3,2,2,1,1,2,0.6402728797,51,1,1,11
2,1984,2,2,1,4,1,3,2,1.8695648677,4,6,1,3
6,1985,1,5,1,2,10,3,2,NA,13,2,2,4
2,1962,2,4,1,3,12,3,2,1.1006510591,12,7,1,97
6,1979,2,2,2,1,1,3,2,0.1236366728,20,5,1,1
2,1956,1,5,1,4,11,1,2,1.0568117966,17,4,1,11
2,1959,1,3,1,3,2,1,2,0.6916294103,54,4,1,8
1,1945,2,6,1,1,5,3,2,0.7951506128,36,1,1,11
1,1983,2,6,1,1,10,3,1,1.322850444,6,3,1,10
1,1960,2,6,1,2,11,3,2,0.5436365163,48,1,1,11
6,2002,1,2,2,1,1,NA,NA,NA,12,2,3,1
2,1975,2,6,1,2,11,3,2,1.3651403487,36,4,1,11
1,1952,2,3,1,4,2,3,1,0.4072976306,12,3,1,3
1,1938,1,6,1,3,10,1,2,NA,30,2,1,12
2,1956,2,4,1,3,1,3,2,1.4043917857,21,7,1,2
2,1964,2,5,1,2,1,8,2,1.4316265791,8,5,1,4
1,1954,2,6,1,2,5,3,2,0.5932583951,12,4,1,4
2,1948,2,6,1,4,1,1,2,1.456155772,25,5,1,9
2,1962,1,5,5,3,1,1,2,0.3038547107,37,4,1,11
2,1960,2,3,1,2,1,3,2,0.4492371472,13,6,1,4
1,1960,2,6,1,2,5,3,2,0.6618877161,34,1,1,10
2,1943,1,6,1,2,2,1,2,0.7386453998,16,7,1,13
2,1973,1,6,1,2,2,3,2,1.0526774372,12,6,1,11
1,1979,2,5,2,2,11,2,1,0.3375922214,13,4,1,12
2,1952,1,2,1,3,1,1,2,1.3480706529,26,7,1,4
1,1964,1,6,1,1,11,3,2,0.5773500677,37,2,1,7
6,1974,2,2,1,4,11,2,2,NA,39,4,1,2
1,1991,2,2,2,2,12,NA,NA,NA,24,1,1,8
1,1994,2,5,1,2,9,2,2,4.2363714303,32,1,1,5
1,1971,1,6,1,1,9,3,2,0.5438488562,12,1,1,12
4,1977,1,5,1,3,9,3,1,0.2379519614,6,4,1,10
2,1952,2,6,1,1,2,3,2,1.1994518735,12,7,1,13
6,1986,2,1,3,1,2,3,2,NA,6,2,2,10
2,1942,2,4,1,1,1,3,2,0.7962074493,51,7,1,8
1,1979,2,6,1,2,11,3,2,0.7561047438,39,1,1,6
2,1989,1,5,1,2,1,1,2,2.4993860182,21,7,1,12
6,1977,2,2,2,1,12,NA,NA,0.50608666,29,3,1,1
1,1946,2,6,1,2,5,3,2,0.5932583951,12,2,1,10
2,1958,1,3,1,1,2,1,2,0.7582673052,22,5,1,8
1,1973,1,6,1,2,2,1,2,NA,12,5,1,13
6,1984,2,5,2,2,12,3,2,NA,47,4,2,8
1,1998,2,6,1,2,11,3,1,0.8275223252,51,1,1,10
1,1958,1,6,1,2,5,3,2,0.6029607156,36,7,1,97
2,1970,1,4,1,2,12,3,1,0.3373067821,12,3,1,6
6,1991,2,3,1,2,2,3,2,0.4395566846,12,1,1,2
2,1950,2,5,1,2,1,3,2,1.0029614895,4,7,1,9
1,1981,1,6,1,2,2,3,2,4.2607271558,37,1,1,14
1,1976,1,5,1,2,12,3,2,0.4690360933,48,1,1,5
6,1949,2,2,1,4,2,3,2,NA,18,4,2,4
1,1989,1,6,1,1,1,3,2,1.2845982741,17,1,1,11
2,1951,2,6,1,1,1,2,2,0.6104854047,48,7,1,4
1,1972,1,6,1,2,9,1,1,NA,17,1,1,7
2,1961,2,5,1,2,2,3,1,1.148903727,9,7,1,7
1,1988,1,5,1,2,9,3,1,0.1817141867,1,2,1,7
2,1956,2,3,1,3,12,1,2,0.8049017163,35,6,1,11
1,1969,1,5,1,2,9,3,2,0.4446222464,47,3,1,14
2,1957,2,5,1,2,2,1,2,1.06446607,6,7,1,11
1,1955,1,6,1,2,9,1,2,0.5220263136,21,4,1,11
2,1957,1,3,3,4,11,1,2,NA,48,6,1,8
1,1986,1,5,1,1,1,1,2,1.1008417814,42,3,1,6
1,1974,2,3,1,2,1,3,2,0.7032960862,45,1,1,8
1,1987,2,6,1,2,2,2,1,0.9954742136,42,2,1,12
2,1964,2,3,1,4,1,1,2,1.0540170449,40,7,1,97
1,1951,2,5,1,3,11,2,2,0.5962306816,26,2,1,10
1,1954,2,6,1,1,1,3,2,0.7600320355,12,3,1,9
2,1999,2,2,2,2,12,NA,NA,NA,39,7,1,4
1,1939,2,3,1,2,2,3,2,0.5777281806,51,1,1,3
1,1967,1,5,1,4,9,3,2,0.5150140721,28,1,1,6
1,1967,1,5,1,1,2,3,2,0.5492735569,55,4,1,2
2,1964,2,3,1,4,1,3,2,1.3067227846,36,5,1,4
1,1968,1,3,6,4,5,1,1,0.1339351691,48,4,1,97
6,1972,1,1,2,1,11,3,2,1.4161614476,36,4,2,97
1,1957,2,5,1,2,1,2,2,0.9316046309,42,6,1,12
2,1953,2,3,1,1,1,3,2,0.7737182083,40,7,1,11
1,1951,1,5,1,2,2,3,2,0.4224209196,34,2,1,6
1,1968,2,6,1,2,1,2,1,1.0638155634,6,1,1,9
1,1948,2,3,1,2,5,3,2,0.5882869256,18,2,1,5
2,1984,1,6,1,2,9,1,2,3.5199138317,39,6,1,12
1,1958,1,5,1,2,10,3,2,0.4690360933,48,3,1,4
1,1990,1,5,1,1,1,1,1,NA,34,1,1,9
1,1990,1,6,1,1,9,3,2,1.1176005917,11,3,1,10
1,1959,2,5,1,3,11,3,1,0.5440488859,2,3,1,6
2,1964,2,2,1,4,2,2,2,0.5533743013,42,6,1,5
2,1979,2,2,1,3,1,3,2,1.241671896,51,5,1,8
1,1962,2,5,1,1,10,3,2,0.5381631339,36,1,1,10
1,1964,2,6,7,1,1,3,2,0.1952805094,9,3,1,7
1,1953,1,6,1,3,1,3,2,0.9195516475,36,1,1,14
1,1965,1,5,1,2,9,3,2,0.4690360933,48,1,1,10
1,1953,1,2,3,1,2,3,2,2.4631693908,6,1,1,2
1,1958,2,2,2,4,11,NA,NA,NA,45,1,1,6
1,1981,1,6,1,1,2,1,1,NA,34,1,1,9
2,1964,2,5,1,3,1,8,2,NA,48,7,1,97
1,1953,2,3,1,2,1,3,1,0.5950426426,13,1,1,97
2,1946,2,5,1,1,11,8,2,0.9053515695,6,7,1,97
1,1966,2,5,1,2,5,3,2,0.7016701177,9,1,1,9
1,1966,2,5,1,2,1,3,2,0.8891754745,25,1,1,2
1,1975,1,2,1,2,9,1,2,1.203396014,4,3,1,13
1,1963,1,6,1,4,11,1,2,0.4522416931,47,3,1,7
6,1972,2,2,1,4,11,3,2,0.2839066053,48,4,1,1
2,1961,2,4,2,3,1,3,1,0.9855667037,28,5,1,3
2,1962,1,3,1,4,11,3,2,0.4635786499,17,7,1,9
2,1965,2,3,1,3,1,1,2,0.76906818,42,6,1,9
6,1959,1,6,1,2,9,3,2,NA,24,3,2,11
1,1969,2,4,1,2,11,1,2,0.8589397021,53,1,1,12
6,1985,1,3,2,4,11,3,2,0.8530130219,22,4,2,1
1,1966,2,6,1,2,2,3,1,0.6618877161,34,2,1,11
2,1992,2,6,1,4,1,2,2,NA,17,4,1,7
2,1960,1,5,1,2,2,1,2,0.8594108499,13,7,1,4
1,1953,2,6,1,3,11,3,1,0.7990068738,53,3,1,6
1,1977,2,5,1,2,5,3,2,0.5048452244,39,2,1,14
6,1986,2,1,7,4,1,NA,NA,0.1163511396,13,1,3,1
6,1980,2,5,1,1,1,3,1,0.7198705168,6,4,1,97
